"m","z","X","y","outlier","condition","task","type","participant","rounds"
"mar",2003,-233.06236,191.31984,0,"str","month","synaesthete","Sa21","both"
"may",2003,-233.06236,135.66316,0,"str","month","synaesthete","Sa21","both"
"jan",2039,-265.57974,212.46375,0,"str","month","synaesthete","Sa21","both"
"apr",1980,-230.38615,158.17554,0,"str","month","synaesthete","Sa21","both"
"oct",2027,-292.1785,154.88977,0,"str","month","synaesthete","Sa21","both"
"aug",2015,-283.45007,104.981445,0,"str","month","synaesthete","Sa21","both"
"feb",2051,-267.14273,210.15225,0,"str","month","synaesthete","Sa21","both"
"jul",2015,-258.95435,115.47959,0,"str","month","synaesthete","Sa21","both"
"nov",2039,-286.82614,177.05315,0,"str","month","synaesthete","Sa21","both"
"jun",2015,-255.45496,101.48207,0,"str","month","synaesthete","Sa21","both"
"dec",1904,-343.88776,188.47691,0,"tr","month","synaesthete","Sa21","both"
"jul",1863,-336.48264,119.710144,0,"tr","month","synaesthete","Sa21","both"
"mar",1894,-325.6354,190.77626,0,"tr","month","synaesthete","Sa21","both"
"aug",1883,-362.9859,143.88626,0,"tr","month","synaesthete","Sa21","both"
"apr",1883,-297.58304,196.20856,0,"tr","month","synaesthete","Sa21","both"
"feb",1883,-349.9053,222.36972,0,"tr","month","synaesthete","Sa21","both"
"oct",1883,-369.52615,186.39813,0,"tr","month","synaesthete","Sa21","both"
"jan",1883,-349.9053,225.63986,0,"tr","month","synaesthete","Sa21","both"
"nov",1883,-369.52615,192.93842,0,"tr","month","synaesthete","Sa21","both"
"may",1863,-294.4223,165.00589,0,"tr","month","synaesthete","Sa21","both"
"sep",1883,-366.256,160.23701,0,"tr","month","synaesthete","Sa21","both"
"jun",1863,-307.36395,129.41637,0,"tr","month","synaesthete","Sa21","both"
"apr",1925,-287.5052,183.86955,0,"tr","month","synaesthete","Sa21","both"
"jan",1925,-337.65143,223.98656,0,"tr","month","synaesthete","Sa21","both"
"jul",1894,-332.21393,124.99135,0,"tr","month","synaesthete","Sa21","both"
"may",1894,-299.32144,164.46231,0,"tr","month","synaesthete","Sa21","both"
"aug",1883,-343.36505,150.42654,0,"tr","month","synaesthete","Sa21","both"
"dec",1883,-349.9053,189.66827,0,"tr","month","synaesthete","Sa21","both"
"feb",1894,-319.0569,203.93324,0,"tr","month","synaesthete","Sa21","both"
"sep",1894,-345.37088,144.7268,0,"tr","month","synaesthete","Sa21","both"
"jun",1883,-291.04272,124.26542,0,"tr","month","synaesthete","Sa21","both"
"oct",1894,-345.37088,157.88377,0,"tr","month","synaesthete","Sa21","both"
"mar",1894,-299.32144,187.48701,0,"tr","month","synaesthete","Sa21","both"
"nov",1894,-358.52786,171.0408,0,"tr","month","synaesthete","Sa21","both"
"nov",1947,-321.22253,185.97092,0,"tr","month","synaesthete","Sa21","both"
"mar",1925,-280.81897,210.61424,0,"tr","month","synaesthete","Sa21","both"
"aug",1936,-319.4077,161.3849,0,"tr","month","synaesthete","Sa21","both"
"apr",1936,-285.78586,188.28241,0,"tr","month","synaesthete","Sa21","both"
"jul",1936,-299.2346,121.0387,0,"tr","month","synaesthete","Sa21","both"
"may",1936,-285.78586,147.93617,0,"tr","month","synaesthete","Sa21","both"
"dec",1969,-331.69113,198.33076,0,"tr","month","synaesthete","Sa21","both"
"jun",1925,-277.4759,113.66482,0,"tr","month","synaesthete","Sa21","both"
"sep",1958,-329.8381,156.41805,0,"tr","month","synaesthete","Sa21","both"
"jan",1936,-319.4077,215.17993,0,"tr","month","synaesthete","Sa21","both"
"oct",1958,-350.24048,183.6212,0,"tr","month","synaesthete","Sa21","both"
"feb",1958,-289.03342,224.42593,0,"tr","month","synaesthete","Sa21","both"
"sep",1925,-334.30832,170.49722,0,"tr","month","synaesthete","Sa21","both"
"apr",1936,-282.42368,184.92023,0,"tr","month","synaesthete","Sa21","both"
"dec",1936,-353.0296,201.73116,0,"tr","month","synaesthete","Sa21","both"
"may",1915,-289.3373,156.30862,0,"tr","month","synaesthete","Sa21","both"
"mar",1936,-312.68332,215.17993,0,"tr","month","synaesthete","Sa21","both"
"jul",1925,-307.56363,130.38022,0,"tr","month","synaesthete","Sa21","both"
"jan",1925,-337.65143,230.67271,0,"tr","month","synaesthete","Sa21","both"
"oct",1925,-354.36685,170.49722,0,"tr","month","synaesthete","Sa21","both"
"aug",1904,-340.58115,145.49094,0,"tr","month","synaesthete","Sa21","both"
"nov",1925,-344.33755,207.2711,0,"tr","month","synaesthete","Sa21","both"
"feb",1925,-290.8482,223.98656,0,"tr","month","synaesthete","Sa21","both"
"jun",1915,-299.31448,129.70293,0,"tr","month","synaesthete","Sa21","both"
"aug",1657,198.55835,43.164806,0,"hd","crazy","synaesthete","Sa22","both"
"may",1603,-108.571175,256.11664,0,"hd","crazy","synaesthete","Sa22","both"
"dec",1603,-128.05833,-180.95201,0,"hd","crazy","synaesthete","Sa22","both"
"oct",1706,207.39273,-186.65349,0,"hd","crazy","synaesthete","Sa22","both"
"apr",1681,67.14472,166.40216,0,"hd","crazy","synaesthete","Sa22","both"
"jul",1657,-325.17517,123.7392,0,"hd","crazy","synaesthete","Sa22","both"
"mar",1673,-20.33807,255.67897,0,"hd","crazy","synaesthete","Sa22","both"
"jan",1732,-36.094845,375.9883,0,"hd","crazy","synaesthete","Sa22","both"
"sep",1759,226.055,42.767113,0,"hd","crazy","synaesthete","Sa22","both"
"feb",1732,-9.023697,312.82224,0,"hd","crazy","synaesthete","Sa22","both"
"jun",1665,-283.3719,170.60141,0,"hd","crazy","synaesthete","Sa22","both"
"nov",1626,-268.2629,-189.19595,0,"hd","crazy","synaesthete","Sa22","both"
"feb",1814,151.21501,371.73694,0,"hd","crazy","synaesthete","Sa22","both"
"nov",1603,-128.05833,-169.81651,0,"hd","crazy","synaesthete","Sa22","both"
"apr",1723,149.61383,164.57518,0,"hd","crazy","synaesthete","Sa22","both"
"oct",1777,262.31482,-138.87263,0,"hd","crazy","synaesthete","Sa22","both"
"jun",1665,-205.30006,234.21553,0,"hd","crazy","synaesthete","Sa22","both"
"jan",1833,60.482937,407.46365,0,"hd","crazy","synaesthete","Sa22","both"
"sep",1786,279.1518,43.423573,0,"hd","crazy","synaesthete","Sa22","both"
"mar",1723,101.73745,254.34349,0,"hd","crazy","synaesthete","Sa22","both"
"jul",1732,-354.93295,135.35576,0,"hd","crazy","synaesthete","Sa22","both"
"may",1706,-287.38702,245.9085,0,"hd","crazy","synaesthete","Sa22","both"
"aug",1657,69.063805,-20.143618,0,"hd","crazy","synaesthete","Sa22","both"
"dec",1603,-264.4683,-108.571205,0,"hd","crazy","synaesthete","Sa22","both"
"dec",1626,45.181183,-177.9007,0,"hd","crazy","synaesthete","Sa22","both"
"aug",1873,263.47498,-81.31948,0,"hd","crazy","synaesthete","Sa22","both"
"jan",1958,170.01967,374.04324,0,"hd","crazy","synaesthete","Sa22","both"
"jul",1657,-66.18608,89.20731,0,"hd","crazy","synaesthete","Sa22","both"
"feb",1980,165.05276,312.9126,0,"hd","crazy","synaesthete","Sa22","both"
"nov",1641,99.745445,-156.7429,0,"hd","crazy","synaesthete","Sa22","both"
"may",1723,-8.976807,215.44388,0,"hd","crazy","synaesthete","Sa22","both"
"sep",2039,375.35278,17.705248,0,"hd","crazy","synaesthete","Sa22","both"
"mar",1925,183.86958,264.10358,0,"hd","crazy","synaesthete","Sa22","both"
"jun",1723,-32.915054,224.4207,0,"hd","crazy","synaesthete","Sa22","both"
"oct",1992,300.9713,-190.26926,0,"hd","crazy","synaesthete","Sa22","both"
"aug",1795,236.91614,-77.932976,0,"hd","crazy","synaesthete","Sa22","both"
"feb",1958,159.81851,306.03534,0,"hd","crazy","synaesthete","Sa22","both"
"nov",1657,-40.28718,-233.09026,0,"hd","crazy","synaesthete","Sa22","both"
"may",1723,-41.89186,212.45161,0,"hd","crazy","synaesthete","Sa22","both"
"sep",2039,304.53152,-10.62323,0,"hd","crazy","synaesthete","Sa22","both"
"mar",1915,166.28583,222.82298,0,"hd","crazy","synaesthete","Sa22","both"
"jul",1732,-156.4111,63.166023,0,"hd","crazy","synaesthete","Sa22","both"
"dec",1681,-55.467384,-204.35362,0,"hd","crazy","synaesthete","Sa22","both"
"oct",1925,294.1913,-210.61429,0,"hd","crazy","synaesthete","Sa22","both"
"jun",1741,-81.63545,166.29448,0,"hd","crazy","synaesthete","Sa22","both"
"jan",1969,129.94084,345.3691,0,"hd","crazy","synaesthete","Sa22","both"
"apr",1873,234.19994,29.274961,0,"hd","crazy","synaesthete","Sa22","both"
"jan",1611,-72.74203,394.48553,0,"str","crazy","synaesthete","Sa22","both"
"may",1611,-377.69894,193.0461,0,"str","crazy","synaesthete","Sa22","both"
"mar",1581,-87.861404,266.32996,0,"str","crazy","synaesthete","Sa22","both"
"sep",1611,153.87735,97.921936,0,"str","crazy","synaesthete","Sa22","both"
"feb",1641,-37.048286,304.93607,0,"str","crazy","synaesthete","Sa22","both"
"oct",1589,124.18035,-96.58474,0,"str","crazy","synaesthete","Sa22","both"
"aug",1519,-60.6739,-44.846012,0,"str","crazy","synaesthete","Sa22","both"
"nov",1574,-267.88428,-161.27733,0,"str","crazy","synaesthete","Sa22","both"
"jun",1665,-387.46768,193.73383,0,"str","crazy","synaesthete","Sa22","both"
"dec",1611,-316.14798,-181.85507,0,"str","crazy","synaesthete","Sa22","both"
"jul",1759,-464.32904,76.36989,0,"str","crazy","synaesthete","Sa22","both"
"apr",1611,-53.15762,83.93306,0,"str","crazy","synaesthete","Sa22","both"
"jul",1698,-359.7609,120.90323,0,"str","crazy","synaesthete","Sa22","both"
"jan",1759,-91.6439,387.95914,0,"str","crazy","synaesthete","Sa22","both"
"may",1665,-280.48032,205.30002,0,"str","crazy","synaesthete","Sa22","both"
"dec",1574,-246.01619,-221.41464,0,"str","crazy","synaesthete","Sa22","both"
"aug",1574,-82.0054,-13.667592,0,"str","crazy","synaesthete","Sa22","both"
"jun",1690,-299.36655,167.29306,0,"str","crazy","synaesthete","Sa22","both"
"mar",1665,-66.50563,216.86621,0,"str","crazy","synaesthete","Sa22","both"
"oct",1596,94.23852,-152.44466,0,"str","crazy","synaesthete","Sa22","both"
"apr",1567,-51.705765,89.80472,0,"str","crazy","synaesthete","Sa22","both"
"sep",1618,160.16583,56.19852,0,"str","crazy","synaesthete","Sa22","both"
"nov",1567,-242.20073,-163.28148,0,"str","crazy","synaesthete","Sa22","both"
"feb",1698,-47.18177,297.8348,0,"str","crazy","synaesthete","Sa22","both"
