"m";"condition";"task";"participant";"z";"X";"y"
"dec";"tr";"crazy";"Sa9";1840.75;-20.07672025;-167.4716075
"feb";"tr";"crazy";"Sa9";1884.75;93.880729;347.9624125
"jan";"tr";"crazy";"Sa9";1850.5;144.10038375;328.6207125
"jul";"tr";"crazy";"Sa9";1883;77.24822425;97.52421625
"jun";"tr";"crazy";"Sa9";1881.75;26.85670375;195.787855
"mar";"tr";"crazy";"Sa9";1863;45.838462;182.74939
"may";"tr";"crazy";"Sa9";1816.5;167.0096255;221.3290275
"nov";"tr";"crazy";"Sa9";1775.75;101.01670325;-129.5679725
"oct";"tr";"crazy";"Sa9";1754.25;-171.3725125;-122.9729875
"sep";"tr";"crazy";"Sa9";1791.25;-168.36807975;-112.5321365
"apr";"hd";"month";"Sa9";1743.75;318.34839;30.285266925
"aug";"hd";"month";"Sa9";1795.5;-126.76883975;-43.57212125
"dec";"hd";"month";"Sa9";1818.75;-88.2730025;293.8244425
"feb";"hd";"month";"Sa9";1788.75;255.0078125;309.08452
"jan";"hd";"month";"Sa9";1804.75;22.1599065;351.0284925
"jul";"hd";"month";"Sa9";1729.66666666667;26.2109913333333;-113.076148
"jun";"hd";"month";"Sa9";1734.75;175.1450275;-90.47559875
"mar";"hd";"month";"Sa9";1759;300.8662475;215.33188
"may";"hd";"month";"Sa9";1773;315.834565;0.08853635
"nov";"hd";"month";"Sa9";1806.5;-167.8383925;214.8890425
"oct";"hd";"month";"Sa9";1814;-187.6016575;105.9210125
"sep";"hd";"month";"Sa9";1804;-179.62226;11.4874453333333
"apr";"str";"month";"Sa9";1747.75;308.0924975;42.5365695
"aug";"str";"month";"Sa9";1853.5;-193.311825;-130.24221875
"dec";"str";"month";"Sa9";1853.25;-144.9083225;295.7773225
"feb";"str";"month";"Sa9";1777;232.8566475;317.7934825
"jan";"str";"month";"Sa9";1816.25;29.899345325;356.4868425
"jul";"str";"month";"Sa9";1772.5;27.7588975;-99.937386
"jun";"str";"month";"Sa9";1759;187.5496;-97.91764375
"mar";"str";"month";"Sa9";1770.25;301.3863725;209.0507775
"may";"str";"month";"Sa9";1750;277.230205;-45.5406315
"nov";"str";"month";"Sa9";1856.75;-196.9180075;249.7365425
"oct";"str";"month";"Sa9";1866.25;-226.7461475;126.80658125
"sep";"str";"month";"Sa9";1843.5;-234.080075;-1.51441825
"apr";"tr";"month";"Sa9";1786.5;298.418385;62.3436805
"aug";"tr";"month";"Sa9";1793.25;-117.0487125;-56.28585725
"dec";"tr";"month";"Sa9";1840.75;-102.416421;303.6166275
"feb";"tr";"month";"Sa9";1824;229.426715;318.25978
"jan";"tr";"month";"Sa9";1831.25;36.6046395;360.86152
"jul";"tr";"month";"Sa9";1752.25;10.527699;-72.9204995
"jun";"tr";"month";"Sa9";1741;176.97071;-74.03758825
"mar";"tr";"month";"Sa9";1795.33333333333;266.363006666667;221.30571
"may";"tr";"month";"Sa9";1772.5;265.773845;-15.2193178
"nov";"tr";"month";"Sa9";1819;-142.1635175;219.5467575
"oct";"tr";"month";"Sa9";1814.75;-162.2862725;116.4994725
"sep";"tr";"month";"Sa9";1803;-159.79417;63.9492375
